blast2go_go_id,blast2go_go_name
P:GO:0055085,P:transmembrane transport
C:GO:0005887,C:integral component of plasma membrane
P:GO:0006974,P:cellular response to DNA damage stimulus
P:GO:0009636,P:response to toxic substance
P:GO:0046677,P:response to antibiotic
P:GO:0055085,P:transmembrane transport
C:GO:0005618,C:cell wall
C:GO:0005829,C:cytosol
F:GO:0008460,"F:dTDP-glucose 4,6-dehydratase activity"
P:GO:0009243,P:O antigen biosynthetic process
P:GO:0019305,P:dTDP-rhamnose biosynthetic process
F:GO:0042802,F:identical protein binding
P:GO:0045226,P:extracellular polysaccharide biosynthetic process
F:GO:0070404,F:NADH binding
F:GO:0005488,F:binding
C:GO:0005829,C:cytosol
F:GO:0008831,F:dTDP-4-dehydrorhamnose reductase activity
P:GO:0009103,P:lipopolysaccharide biosynthetic process
P:GO:0017000,P:antibiotic biosynthetic process
P:GO:0018130,P:heterocycle biosynthetic process
P:GO:0019438,P:aromatic compound biosynthetic process
P:GO:0044271,P:cellular nitrogen compound biosynthetic process
P:GO:0044281,P:small molecule metabolic process
P:GO:0045226,P:extracellular polysaccharide biosynthetic process
P:GO:1901362,P:organic cyclic compound biosynthetic process
F:GO:0000287,F:magnesium ion binding
C:GO:0005618,C:cell wall
C:GO:0005829,C:cytosol
C:GO:0005886,C:plasma membrane
P:GO:0006006,P:glucose metabolic process
F:GO:0008879,F:glucose-1-phosphate thymidylyltransferase activity
P:GO:0009243,P:O antigen biosynthetic process
P:GO:0009246,P:enterobacterial common antigen biosynthetic process
P:GO:0019300,P:rhamnose biosynthetic process
P:GO:0019305,P:dTDP-rhamnose biosynthetic process
F:GO:0042802,F:identical protein binding
P:GO:0045227,P:capsule polysaccharide biosynthetic process
P:GO:0046075,P:dTTP metabolic process
F:GO:0005515,F:protein binding
C:GO:0005829,C:cytosol
P:GO:0006974,P:cellular response to DNA damage stimulus
F:GO:0008830,"F:dTDP-4-dehydrorhamnose 3,5-epimerase activity"
P:GO:0009243,P:O antigen biosynthetic process
P:GO:0009244,P:lipopolysaccharide core region biosynthetic process
P:GO:0009411,P:response to UV
P:GO:0016138,P:glycoside biosynthetic process
P:GO:0017000,P:antibiotic biosynthetic process
P:GO:0019305,P:dTDP-rhamnose biosynthetic process
P:GO:0045226,P:extracellular polysaccharide biosynthetic process
P:GO:0046677,P:response to antibiotic
P:GO:1901617,P:organic hydroxy compound biosynthetic process
F:GO:0000155,F:phosphorelay sensor kinase activity
P:GO:0000160,P:phosphorelay signal transduction system
F:GO:0005515,F:protein binding
F:GO:0005524,F:ATP binding
C:GO:0005622,C:intracellular
C:GO:0005886,C:plasma membrane
C:GO:0016021,C:integral component of membrane
P:GO:0018106,P:peptidyl-histidine phosphorylation
P:GO:0023014,P:signal transduction by protein phosphorylation
P:GO:0032892,P:positive regulation of organic acid transport
F:GO:0000156,F:phosphorelay response regulator activity
P:GO:0000160,P:phosphorelay signal transduction system
F:GO:0001150,F:bacterial-type RNA polymerase enhancer sequence-specific DNA binding
F:GO:0001151,"F:transcription factor activity, bacterial-type RNA polymerase transcription enhancer sequence-specific binding"
F:GO:0005524,F:ATP binding
C:GO:0005737,C:cytoplasm
F:GO:0008073,F:ornithine decarboxylase inhibitor activity
F:GO:0008134,F:transcription factor binding
P:GO:0010967,P:regulation of polyamine biosynthetic process
P:GO:0032892,P:positive regulation of organic acid transport
P:GO:0045893,"P:positive regulation of transcription, DNA-templated"
P:GO:0060491,P:regulation of cell projection assembly
P:GO:0008643,P:carbohydrate transport
P:GO:0015740,P:C4-dicarboxylate transport
C:GO:0030288,C:outer membrane-bounded periplasmic space
P:GO:0055085,P:transmembrane transport
C:GO:0005886,C:plasma membrane
P:GO:0015740,P:C4-dicarboxylate transport
C:GO:0016021,C:integral component of membrane
C:GO:0005886,C:plasma membrane
F:GO:0015556,F:C4-dicarboxylate transmembrane transporter activity
P:GO:0015740,P:C4-dicarboxylate transport
C:GO:0016021,C:integral component of membrane
P:GO:0034219,P:carbohydrate transmembrane transport
C:GO:0005887,C:integral component of plasma membrane
P:GO:0019546,P:arginine deiminase pathway
F:GO:0043858,F:arginine:ornithine antiporter activity
P:GO:1903826,P:arginine transmembrane transport
C:GO:0005737,C:cytoplasm
F:GO:0016990,F:arginine deiminase activity
P:GO:0018101,P:protein citrullination
P:GO:0019546,P:arginine deiminase pathway
P:GO:0019547,P:arginine catabolic process to ornithine
F:GO:0004585,F:ornithine carbamoyltransferase activity
C:GO:0005737,C:cytoplasm
F:GO:0016597,F:amino acid binding
P:GO:0019546,P:arginine deiminase pathway
P:GO:0019547,P:arginine catabolic process to ornithine
P:GO:0042450,P:arginine biosynthetic process via ornithine
F:GO:0005524,F:ATP binding
C:GO:0005829,C:cytosol
F:GO:0008804,F:carbamate kinase activity
P:GO:0016310,P:phosphorylation
P:GO:0019546,P:arginine deiminase pathway
P:GO:0035975,P:carbamoyl phosphate catabolic process
C:GO:0005737,C:cytoplasm
P:GO:0006633,P:fatty acid biosynthetic process
P:GO:0009245,P:lipid A biosynthetic process
P:GO:0009372,P:quorum sensing
P:GO:0019290,P:siderophore biosynthetic process
F:GO:0033818,F:beta-ketoacyl-acyl-carrier-protein synthase III activity
P:GO:0000103,P:sulfate assimilation
F:GO:0000287,F:magnesium ion binding
P:GO:0005975,P:carbohydrate metabolic process
P:GO:0006796,P:phosphate-containing compound metabolic process
F:GO:0008441,"F:3'(2'),5'-bisphosphate nucleotidase activity"
P:GO:0019637,P:organophosphate metabolic process
P:GO:0043436,P:oxoacid metabolic process
P:GO:0044249,P:cellular biosynthetic process
C:GO:0044464,C:cell part
F:GO:0052834,F:inositol monophosphate phosphatase activity
P:GO:1901564,P:organonitrogen compound metabolic process
P:GO:1901576,P:organic substance biosynthetic process
F:GO:0000287,F:magnesium ion binding
C:GO:0005829,C:cytosol
F:GO:0019144,F:ADP-sugar diphosphatase activity
P:GO:0055086,P:nucleobase-containing small molecule metabolic process
P:GO:1901575,P:organic substance catabolic process
F:GO:0000287,F:magnesium ion binding
F:GO:0008477,F:purine nucleosidase activity
P:GO:0016311,P:dephosphorylation
F:GO:0030145,F:manganese ion binding
F:GO:0050483,F:IMP 5'-nucleotidase activity
F:GO:0050484,F:GMP 5'-nucleotidase activity
F:GO:0030955,F:potassium ion binding
P:GO:0035864,P:response to potassium ion
F:GO:0003677,F:DNA binding
P:GO:0006950,P:response to stress
P:GO:0044249,P:cellular biosynthetic process
P:GO:1901576,P:organic substance biosynthetic process
F:GO:0003824,F:catalytic activity
C:GO:0005737,C:cytoplasm
P:GO:0006777,P:Mo-molybdopterin cofactor biosynthetic process
F:GO:0016783,F:sulfurtransferase activity
F:GO:0097163,F:sulfur carrier activity
C:GO:0005886,C:plasma membrane
P:GO:0010447,P:response to acidic pH
F:GO:0016491,F:oxidoreductase activity
P:GO:0044237,P:cellular metabolic process
F:GO:0051536,F:iron-sulfur cluster binding
P:GO:0055114,P:oxidation-reduction process
,
,
F:GO:0003723,F:RNA binding
C:GO:0005737,C:cytoplasm
P:GO:0006109,P:regulation of carbohydrate metabolic process
P:GO:0006402,P:mRNA catabolic process
P:GO:0006417,P:regulation of translation
P:GO:0044781,P:bacterial-type flagellum organization
P:GO:0045947,P:negative regulation of translational initiation
F:GO:0048027,F:mRNA 5'-UTR binding
P:GO:1902208,P:regulation of bacterial-type flagellum assembly
F:GO:0004106,F:chorismate mutase activity
P:GO:0009094,P:L-phenylalanine biosynthetic process
C:GO:0042597,C:periplasmic space
F:GO:0042803,F:protein homodimerization activity
P:GO:0046417,P:chorismate metabolic process
,
F:GO:0001968,F:fibronectin binding
F:GO:0004022,F:alcohol dehydrogenase (NAD) activity
F:GO:0005518,F:collagen binding
C:GO:0005829,C:cytosol
F:GO:0008198,F:ferrous iron binding
F:GO:0008743,F:L-threonine 3-dehydrogenase activity
F:GO:0008774,F:acetaldehyde dehydrogenase (acetylating) activity
F:GO:0008912,F:lactaldehyde reductase activity
P:GO:0009063,P:cellular amino acid catabolic process
P:GO:0019301,P:rhamnose catabolic process
P:GO:0042355,P:L-fucose catabolic process
P:GO:0042846,P:glycol catabolic process
F:GO:0043236,F:laminin binding
F:GO:0047516,"F:1,3-propanediol dehydrogenase activity"
P:GO:0051143,P:propanediol metabolic process
P:GO:0055114,P:oxidation-reduction process
P:GO:1901576,P:organic substance biosynthetic process
F:GO:0003995,F:acyl-CoA dehydrogenase activity
P:GO:0006631,P:fatty acid metabolic process
C:GO:0043231,C:intracellular membrane-bounded organelle
C:GO:0044444,C:cytoplasmic part
P:GO:0046395,P:carboxylic acid catabolic process
F:GO:0050660,F:flavin adenine dinucleotide binding
F:GO:0052890,"F:oxidoreductase activity, acting on the CH-CH group of donors, with a flavin as acceptor"
P:GO:1901564,P:organonitrogen compound metabolic process
F:GO:0003723,F:RNA binding
F:GO:0003857,F:3-hydroxyacyl-CoA dehydrogenase activity
F:GO:0005102,F:signaling receptor binding
C:GO:0005777,C:peroxisome
C:GO:0005829,C:cytosol
P:GO:0006475,P:internal protein amino acid acetylation
P:GO:0006635,P:fatty acid beta-oxidation
F:GO:0016836,F:hydro-lyase activity
F:GO:0016853,F:isomerase activity
F:GO:0019899,F:enzyme binding
C:GO:0043232,C:intracellular non-membrane-bounded organelle
C:GO:0044446,C:intracellular organelle part
C:GO:0070013,C:intracellular organelle lumen
F:GO:0003700,F:DNA-binding transcription factor activity
F:GO:0043565,F:sequence-specific DNA binding
P:GO:0008152,P:metabolic process
F:GO:0016491,F:oxidoreductase activity
,
F:GO:0004612,F:phosphoenolpyruvate carboxykinase (ATP) activity
F:GO:0005524,F:ATP binding
C:GO:0005829,C:cytosol
P:GO:0006094,P:gluconeogenesis
F:GO:0046872,F:metal ion binding
C:GO:0005737,C:cytoplasm
P:GO:0006457,P:protein folding
F:GO:0051082,F:unfolded protein binding
F:GO:0003824,F:catalytic activity
P:GO:0009987,P:cellular process
C:GO:0016020,C:membrane
F:GO:0003677,F:DNA binding
F:GO:0003727,F:single-stranded RNA binding
F:GO:0005515,F:protein binding
C:GO:0005829,C:cytosol
P:GO:0034605,P:cellular response to heat
F:GO:0043023,F:ribosomal large subunit binding
F:GO:0000166,F:nucleotide binding
F:GO:0016874,F:ligase activity
F:GO:0043167,F:ion binding
P:GO:0044267,P:cellular protein metabolic process
F:GO:0005524,F:ATP binding
C:GO:0005737,C:cytoplasm
P:GO:0006412,P:translation
P:GO:0009432,P:SOS response
F:GO:0018169,F:ribosomal S6-glutamic acid ligase activity
P:GO:0018410,P:C-terminal protein amino acid modification
F:GO:0046872,F:metal ion binding
F:GO:0004180,F:carboxypeptidase activity
C:GO:0005737,C:cytoplasm
P:GO:0006508,P:proteolysis
F:GO:0008236,F:serine-type peptidase activity
P:GO:0008360,P:regulation of cell shape
P:GO:0009252,P:peptidoglycan biosynthetic process
P:GO:0009254,P:peptidoglycan turnover
P:GO:0071555,P:cell wall organization
F:GO:0004673,F:protein histidine kinase activity
F:GO:0005515,F:protein binding
P:GO:0006468,P:protein phosphorylation
P:GO:0007165,P:signal transduction
C:GO:0016021,C:integral component of membrane
F:GO:0016787,F:hydrolase activity
C:GO:0044459,C:plasma membrane part
F:GO:0000156,F:phosphorelay response regulator activity
P:GO:0000160,P:phosphorelay signal transduction system
F:GO:0000976,F:transcription regulatory region sequence-specific DNA binding
F:GO:0001216,"F:bacterial-type RNA polymerase transcriptional activator activity, sequence-specific DNA binding"
F:GO:0001217,"F:bacterial-type RNA polymerase transcriptional repressor activity, sequence-specific DNA binding"
F:GO:0005515,F:protein binding
C:GO:0005829,C:cytosol
C:GO:0032993,C:protein-DNA complex
P:GO:0045892,"P:negative regulation of transcription, DNA-templated"
P:GO:0045893,"P:positive regulation of transcription, DNA-templated"
F:GO:0003729,F:mRNA binding
F:GO:0003735,F:structural constituent of ribosome
C:GO:0005618,C:cell wall
C:GO:0005886,C:plasma membrane
P:GO:0006412,P:translation
P:GO:0010212,P:response to ionizing radiation
P:GO:0016070,P:RNA metabolic process
C:GO:0022627,C:cytosolic small ribosomal subunit
P:GO:0031323,P:regulation of cellular metabolic process
P:GO:0032501,P:multicellular organismal process
P:GO:0048856,P:anatomical structure development
P:GO:0051171,P:regulation of nitrogen compound metabolic process
P:GO:0060255,P:regulation of macromolecule metabolic process
F:GO:0016289,F:CoA hydrolase activity
F:GO:0004357,F:glutamate-cysteine ligase activity
F:GO:0005524,F:ATP binding
C:GO:0005829,C:cytosol
P:GO:0006750,P:glutathione biosynthetic process
F:GO:0046872,F:metal ion binding
F:GO:0004042,F:acetyl-CoA:L-glutamate N-acetyltransferase activity
F:GO:0004358,F:glutamate N-acetyltransferase activity
C:GO:0005737,C:cytoplasm
P:GO:0006526,P:arginine biosynthetic process
F:GO:0042802,F:identical protein binding
F:GO:0103045,F:methione N-acyltransferase activity
C:GO:0005887,C:integral component of plasma membrane
P:GO:0006526,P:arginine biosynthetic process
F:GO:0008270,F:zinc ion binding
F:GO:0008777,F:acetylornithine deacetylase activity
F:GO:0050897,F:cobalt ion binding
F:GO:0005315,F:inorganic phosphate transmembrane transporter activity
F:GO:0005436,F:sodium:phosphate symporter activity
C:GO:0005887,C:integral component of plasma membrane
P:GO:0006796,P:phosphate-containing compound metabolic process
F:GO:0009673,F:low-affinity phosphate transmembrane transporter activity
C:GO:0009941,C:chloroplast envelope
F:GO:0015321,F:sodium-dependent phosphate transmembrane transporter activity
P:GO:0035435,P:phosphate ion transmembrane transport
F:GO:0038023,F:signaling receptor activity
,
F:GO:0016787,F:hydrolase activity
F:GO:0046872,F:metal ion binding
F:GO:0050355,F:triphosphatase activity
C:GO:0005829,C:cytosol
C:GO:0005886,C:plasma membrane
C:GO:0015627,C:type II protein secretion system complex
P:GO:0015628,P:protein secretion by the type II secretion system
F:GO:0016887,F:ATPase activity
F:GO:0019534,F:toxin transmembrane transporter activity
F:GO:0042802,F:identical protein binding
P:GO:0043107,P:type IV pilus-dependent motility
P:GO:0043683,P:type IV pilus biogenesis
C:GO:0016020,C:membrane
,
F:GO:0004375,F:glycine dehydrogenase (decarboxylating) activity
C:GO:0005829,C:cytosol
C:GO:0005960,C:glycine cleavage complex
F:GO:0016594,F:glycine binding
F:GO:0016829,F:lyase activity
P:GO:0019464,P:glycine decarboxylation via glycine cleavage system
P:GO:0055114,P:oxidation-reduction process
C:GO:0005960,C:glycine cleavage complex
P:GO:0019464,P:glycine decarboxylation via glycine cleavage system
F:GO:0004047,F:aminomethyltransferase activity
C:GO:0005829,C:cytosol
F:GO:0008483,F:transaminase activity
P:GO:0019464,P:glycine decarboxylation via glycine cleavage system
P:GO:0032259,P:methylation
C:GO:0005886,C:plasma membrane
P:GO:0006811,P:ion transport
C:GO:0044464,C:cell part
F:GO:0003677,F:DNA binding
P:GO:0006355,"P:regulation of transcription, DNA-templated"
C:GO:0016020,C:membrane
,
F:GO:0004497,F:monooxygenase activity
F:GO:0005515,F:protein binding
C:GO:0005739,C:mitochondrion
P:GO:0006744,P:ubiquinone biosynthetic process
F:GO:0008682,"F:2-octoprenyl-3-methyl-6-methoxy-1,4-benzoquinone hydroxylase activity"
C:GO:0016020,C:membrane
F:GO:0016705,"F:oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen"
F:GO:0019168,F:2-octaprenylphenol hydroxylase activity
P:GO:0050896,P:response to stimulus
,
F:GO:0005515,F:protein binding
P:GO:0006744,P:ubiquinone biosynthetic process
P:GO:0006979,P:response to oxidative stress
F:GO:0008681,F:2-octaprenyl-6-methoxyphenol hydroxylase activity
P:GO:0009416,P:response to light stimulus
C:GO:0043231,C:intracellular membrane-bounded organelle
C:GO:0044444,C:cytoplasmic part
P:GO:0003094,P:glomerular filtration
C:GO:0005739,C:mitochondrion
C:GO:0005829,C:cytosol
P:GO:0016485,P:protein processing
F:GO:0030145,F:manganese ion binding
F:GO:0042803,F:protein homodimerization activity
F:GO:0070006,F:metalloaminopeptidase activity
C:GO:0005829,C:cytosol
,
P:GO:0000917,P:division septum assembly
P:GO:0000921,P:septin ring assembly
C:GO:0005829,C:cytosol
C:GO:0030428,C:cell septum
C:GO:0032153,C:cell division site
F:GO:0042802,F:identical protein binding
P:GO:0043093,P:FtsZ-dependent cytokinesis
F:GO:0000166,F:nucleotide binding
F:GO:0005515,F:protein binding
C:GO:0005739,C:mitochondrion
F:GO:0008144,F:drug binding
P:GO:0022611,P:dormancy process
F:GO:0030272,F:5-formyltetrahydrofolate cyclo-ligase activity
F:GO:0043168,F:anion binding
P:GO:0046653,P:tetrahydrofolate metabolic process
P:GO:0046655,P:folic acid metabolic process
C:GO:0005634,C:nucleus
F:GO:0005488,F:binding
F:GO:0016787,F:hydrolase activity
C:GO:0043190,C:ATP-binding cassette (ABC) transporter complex
P:GO:0055085,P:transmembrane transport
F:GO:0005515,F:protein binding
F:GO:0005524,F:ATP binding
P:GO:0006855,P:drug transmembrane transport
F:GO:0015562,F:efflux transmembrane transporter activity
C:GO:0022627,C:cytosolic small ribosomal subunit
F:GO:0042623,"F:ATPase activity, coupled"
F:GO:0043024,F:ribosomal small subunit binding
C:GO:0043190,C:ATP-binding cassette (ABC) transporter complex
P:GO:0045727,P:positive regulation of translation
C:GO:0060187,C:cell pole
C:GO:0005887,C:integral component of plasma membrane
P:GO:0009306,P:protein secretion
,
F:GO:0003730,F:mRNA 3'-UTR binding
F:GO:0003960,F:NADPH:quinone reductase activity
F:GO:0005515,F:protein binding
C:GO:0005829,C:cytosol
P:GO:0042178,P:xenobiotic catabolic process
C:GO:0043231,C:intracellular membrane-bounded organelle
P:GO:0050794,P:regulation of cellular process
P:GO:0051289,P:protein homotetramerization
