id_ccbh,seq_name,description,length
PA4851_29655,|PA4851_29655||protein|,ENVZ_SALTYOsmolarity sensor protein EnvZ OS=Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720) OX=99287 GN=envZ PE=3 SV=2,439
PA4851_29660,|PA4851_29660||osmolarity|,OMPR_SHIFLTranscriptional regulatory protein OmpR OS=Shigella flexneri OX=623 GN=ompR PE=3 SV=1,247
PA4851_29665,|PA4851_29665||hypothetical|,YHGF_ECOLIProtein YhgF OS=Escherichia coli (strain K12) OX=83333 GN=yhgF PE=1 SV=3,779
PA4851_29670,|PA4851_29670||hypothetical|,Y2140_SULSOPutative esterase SSO2140 OS=Sulfolobus solfataricus (strain ATCC 35092 / DSM 1617 / JCM 11322 / P2) OX=273057 GN=SSO2140 PE=3 SV=1,129
PA4851_29675,|PA4851_29675||glutamate--cysteine|,GSH1_PSEAEGlutamate--cysteine ligase OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) OX=208964 GN=gshA PE=3 SV=1,527
PA4851_29680,|PA4851_29680||N-acetylglutamate|,ARGA_PSEAEAmino-acid acetyltransferase OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) OX=208964 GN=argA PE=1 SV=2,432
PA4851_29685,|PA4851_29685||multiple|,MARC_SALTYUPF0056 inner membrane protein MarC OS=Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720) OX=99287 GN=marC PE=3 SV=1,233
PA4851_29690,|PA4851_29690||acetylornithine|,ARGE_MORABAcetylornithine deacetylase OS=Moritella abyssi OX=111292 GN=argE PE=1 SV=1,384
PA4851_29695,|PA4851_29695||phosphate|,Y1604_HAEINPutative phosphate permease HI_1604 OS=Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd) OX=71421 GN=HI_1604 PE=3 SV=1,422
PA4851_29700,|PA4851_29700||hypothetical|,Y1603_HAEINUPF0111 protein HI_1603 OS=Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd) OX=71421 GN=HI_1603 PE=1 SV=1,225
PA4851_29705,|PA4851_29705||hypothetical|,3PASE_ECOLIInorganic triphosphatase OS=Escherichia coli (strain K12) OX=83333 GN=ygiF PE=1 SV=1,454
PA4851_29710,|PA4851_29710||secretion|,GSPE_PSEAEType II secretion system protein E OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) OX=208964 GN=xcpR PE=3 SV=1,594
PA4851_29715,|PA4851_29715||hypothetical|,YBBJ_SHIFLInner membrane protein YbbJ OS=Shigella flexneri OX=623 GN=ybbJ PE=3 SV=2,150
PA4851_29720,|PA4851_29720||hypothetical|,---NA---,109
PA4851_29725,|PA4851_29725||glycine|,GCSP2_PSEAEGlycine dehydrogenase (decarboxylating) 2 OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) OX=208964 GN=gcvP2 PE=3 SV=1,958
PA4851_29730,|PA4851_29730||glycine|,GCSH2_PSEAEGlycine cleavage system H protein 2 OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) OX=208964 GN=gcvH2 PE=3 SV=1,129
PA4851_29735,|PA4851_29735||glycine|,GCST_PSEAEAminomethyltransferase OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) OX=208964 GN=gcvT PE=3 SV=1,360
PA4851_29740,|PA4851_29740||iron|,FBPB2_HAEINFe(3+)-transport system permease protein FbpB 2 OS=Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd) OX=71421 GN=fbpB2 PE=3 SV=2,539
PA4851_29745,|PA4851_29745||iron|,P5217_PSEAEProbable binding protein component of ABC iron transporter PA5217 OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) OX=208964 GN=PA5217 PE=1 SV=1,332
PA4851_29750,|PA4851_29750||transcriptional|,YNFL_ECOLIUncharacterized HTH-type transcriptional regulator YnfL OS=Escherichia coli (strain K12) OX=83333 GN=ynfL PE=4 SV=1,304
PA4851_29755,|PA4851_29755||hypothetical|,YYBF_BACSUUncharacterized MFS-type transporter YybF OS=Bacillus subtilis (strain 168) OX=224308 GN=yybF PE=3 SV=1,397
PA4851_29760,|PA4851_29760||hypothetical|,---NA---,273
PA4851_29765,|PA4851_29765||2-octaprenyl-3-methyl-6-methoxy-1_4-benzoquinol|,UBII_ECOLI2-octaprenylphenol hydroxylase OS=Escherichia coli (strain K12) OX=83333 GN=ubiI PE=1 SV=2,405
PA4851_29770,|PA4851_29770||hypothetical|,---NA---,160
PA4851_29775,|PA4851_29775||2-octaprenyl-6-methoxyphenyl|,UBIH_ECOLI2-octaprenyl-6-methoxyphenol hydroxylase OS=Escherichia coli (strain K12) OX=83333 GN=ubiH PE=1 SV=2,394
PA4851_29780,|PA4851_29780||aminopeptidase||COORDINATES_|,AMPP_ECOLIXaa-Pro aminopeptidase OS=Escherichia coli (strain K12) OX=83333 GN=pepP PE=1 SV=2,444
PA4851_29785,|PA4851_29785||hypothetical|,YGFB_PSEAEUPF0149 protein PA5225 OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) OX=208964 GN=PA5225 PE=3 SV=1,184
PA4851_29790,|PA4851_29790||hypothetical|,---NA---,103
PA4851_29795,|PA4851_29795||hypothetical|,ZAPA_PSEAECell division protein ZapA OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) OX=208964 GN=zapA PE=1 SV=1,104
PA4851_29805,|PA4851_29805||5-formyltetrahydrofolate|,5FCL_ECOLI5-formyltetrahydrofolate cyclo-ligase OS=Escherichia coli (strain K12) OX=83333 GN=ygfA PE=1 SV=1,203
PA4851_29810,|PA4851_29810||hypothetical|,THYN1_HUMANThymocyte nuclear protein 1 OS=Homo sapiens OX=9606 GN=THYN1 PE=1 SV=1,152
PA4851_29815,|PA4851_29815||ABC|,YHHJ_SHIFLInner membrane transport permease YhhJ OS=Shigella flexneri OX=623 GN=yhhJ PE=3 SV=3,374
PA4851_29820,|PA4851_29820||ABC|,RBBA_ECOLIRibosome-associated ATPase OS=Escherichia coli (strain K12) OX=83333 GN=rbbA PE=1 SV=3,916
PA4851_29825,|PA4851_29825||hypothetical|,YBHG_YERPEUPF0194 membrane protein YP_0975 OS=Yersinia pestis OX=632 GN=YP_0975 PE=3 SV=2,357
PA4851_29830,|PA4851_29830||flagellar|,---NA---,139
PA4851_29835,|PA4851_29835||oxidoreductase||COORDINATES_|,QORL2_BOVINQuinone oxidoreductase-like protein 2 OS=Bos taurus OX=9913 PE=2 SV=2,325
PA4851_29840,|PA4851_29840||sn-glycerol-3-phosphate|,GLPT_ECOLIGlycerol-3-phosphate transporter OS=Escherichia coli (strain K12) OX=83333 GN=glpT PE=1 SV=1,448
PA4851_29845,|PA4851_29845||CDP-6-deoxy-delta-3_4-glucoseen|,ASCD_YERPSCDP-6-deoxy-L-threo-D-glycero-4-hexulose-3-dehydrase reductase OS=Yersinia pseudotuberculosis serotype I (strain IP32953) OX=273123 GN=ascD PE=1 SV=3,322
PA4851_29850,|PA4851_29850||3-octaprenyl-4-hydroxybenzoate|,UBID_PSEAE3-octaprenyl-4-hydroxybenzoate carboxy-lyase OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) OX=208964 GN=ubiD PE=3 SV=1,488
PA4851_29855,|PA4851_29855||O-antigen|,YRHL_BACSUPutative peptidoglycan O-acetyltransferase YrhL OS=Bacillus subtilis (strain 168) OX=224308 GN=yrhL PE=3 SV=1,662
PA4851_29860,|PA4851_29860||transcription|,RHO_PSEAETranscription termination factor Rho OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) OX=208964 GN=rho PE=3 SV=1,419
PA4851_29865,|PA4851_29865||thioredoxin||COORDINATES_|,THIO_PSEAEThioredoxin OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) OX=208964 GN=trxA PE=3 SV=1,108
PA4851_29870,|PA4851_29870||exopolyphosphatase||COORDINATES_|,PPX_PSEAIExopolyphosphatase OS=Pseudomonas aeruginosa OX=287 GN=ppx PE=1 SV=1,506
PA4851_29875,|PA4851_29875||polyphosphate|,PPK1_PSEAIPolyphosphate kinase OS=Pseudomonas aeruginosa OX=287 GN=ppk PE=1 SV=1,736
PA4851_29880,|PA4851_29880||delta-aminolevulinic|,HEM2_PSEAEDelta-aminolevulinic acid dehydratase OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) OX=208964 GN=hemB PE=1 SV=1,337
PA4851_29885,|PA4851_29885||hypothetical|,YOHD_ECOLIInner membrane protein YohD OS=Escherichia coli (strain K12) OX=83333 GN=yohD PE=1 SV=1,196
PA4851_29890,|PA4851_29890||glutamine|,ELBB_SHIFLGlyoxalase ElbB OS=Shigella flexneri OX=623 GN=elbB PE=3 SV=1,222
PA4851_29895,|PA4851_29895||hypothetical|,Y2140_SULSOPutative esterase SSO2140 OS=Sulfolobus solfataricus (strain ATCC 35092 / DSM 1617 / JCM 11322 / P2) OX=273057 GN=SSO2140 PE=3 SV=1,157
PA4851_29900,|PA4851_29900||hypothetical|,Y6928_PSEABUPF0178 protein PA14_69280 OS=Pseudomonas aeruginosa (strain UCBPP-PA14) OX=208963 GN=PA14_69280 PE=3 SV=1,160
PA4851_29905,|PA4851_29905||hypothetical|,EFEU_BACSUFerrous iron permease EfeU OS=Bacillus subtilis (strain 168) OX=224308 GN=efeU PE=1 SV=2,633
PA4851_29910,|PA4851_29910||hypothetical|,Y136_VIBCHUncharacterized membrane protein VC_0136 OS=Vibrio cholerae serotype O1 (strain ATCC 39315 / El Tor Inaba N16961) OX=243277 GN=VC_0136 PE=3 SV=1,209
PA4851_29915,|PA4851_29915||hypothetical|,Y056_HAEINUPF0053 protein HI_0056 OS=Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd) OX=71421 GN=HI_0056 PE=3 SV=1,252
PA4851_29920,|PA4851_29920||hypothetical|,MSCS_SHIFLSmall-conductance mechanosensitive channel OS=Shigella flexneri OX=623 GN=mscS PE=3 SV=1,192
PA4851_29925,|PA4851_29925||ABC|,YHES_ECOLIUncharacterized ABC transporter ATP-binding protein YheS OS=Escherichia coli (strain K12) OX=83333 GN=yheS PE=1 SV=1,638
PA4851_29930,|PA4851_29930||alginate|,ALGP_PSEAETranscriptional regulatory protein AlgP OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) OX=208964 GN=algP PE=4 SV=2,356
PA4851_29935,|PA4851_29935||FkbP-type|,FKBZ_PSEAEProbable FKBP-type 25 kDa peptidyl-prolyl cis-trans isomerase OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) OX=208964 GN=fkl PE=3 SV=2,209
PA4851_29940,|PA4851_29940||anti-RNA|,ALGQ_PSEAETranscriptional regulatory protein AlgQ OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) OX=208964 GN=algQ PE=3 SV=1,160
PA4851_29945,|PA4851_29945||disulfide|,DSBB2_PSEABDisulfide bond formation protein B 2 OS=Pseudomonas aeruginosa (strain UCBPP-PA14) OX=208963 GN=dsbB2 PE=3 SV=1,163
PA4851_29950,|PA4851_29950||hypothetical|,HEMY_SHIFLProtein HemY OS=Shigella flexneri OX=623 GN=hemY PE=3 SV=1,412
PA4851_29955,|PA4851_29955||hypothetical|,HEMX_ECOLIProtein HemX OS=Escherichia coli (strain K12) OX=83333 GN=hemX PE=1 SV=1,376
PA4851_29960,|PA4851_29960||uroporphyrinogen-III|,HEM4_PSEAEUroporphyrinogen-III synthase OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) OX=208964 GN=hemD PE=1 SV=2,251
PA4851_29965,|PA4851_29965||porphobilinogen|,HEM3_PSEAEPorphobilinogen deaminase OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) OX=208964 GN=hemC PE=3 SV=2,313
PA4851_29970,|PA4851_29970||alginate|,ALGR_PSEAEPositive alginate biosynthesis regulatory protein OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) OX=208964 GN=algR PE=3 SV=1,248
PA4851_29975,|PA4851_29975||alginate|,LYTS_STAHJSensor protein LytS OS=Staphylococcus haemolyticus (strain JCSC1435) OX=279808 GN=lytS PE=3 SV=1,358
PA4851_29980,|PA4851_29980||argininosuccinate|,ARLY_PSEAEArgininosuccinate lyase OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) OX=208964 GN=argH PE=3 SV=2,464
PA4851_29985,|PA4851_29985||hypothetical|,---NA---,323
PA4851_29990,|PA4851_29990||hypothetical|,---NA---,1089
PA4851_29995,|PA4851_29995||hypothetical|,VGRG1_VIBCHActin cross-linking toxin VgrG1 OS=Vibrio cholerae serotype O1 (strain ATCC 39315 / El Tor Inaba N16961) OX=243277 GN=vgrG1 PE=1 SV=1,691
PA4851_30000,|PA4851_30000||secreted|,MAJE_PSEAEMajor exported protein OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) OX=208964 GN=hcpA PE=1 SV=1,172
PA4851_30005,|PA4851_30005||magnesium/cobalt|,CORA_YERPSMagnesium transport protein CorA OS=Yersinia pseudotuberculosis serotype I (strain IP32953) OX=273123 GN=corA PE=3 SV=1,326
PA4851_30010,|PA4851_30010||hypothetical|,---NA---,91
PA4851_30015,|PA4851_30015||hypothetical|,---NA---,293
PA4851_30020,|PA4851_30020||hypothetical|,---NA---,77
PA4851_30025,|PA4851_30025||adenylate|,CYAA_YERINAdenylate cyclase OS=Yersinia intermedia OX=631 GN=cya PE=3 SV=1,950
PA4851_30030,|PA4851_30030||hypothetical|,---NA---,237
PA4851_30035,|PA4851_30035||nucleoside|,RNK_SHIFLRegulator of nucleoside diphosphate kinase OS=Shigella flexneri OX=623 GN=rnk PE=3 SV=1,134
PA4851_30040,|PA4851_30040||frataxin-like|,CYAY_PSEAEIron-sulfur cluster assembly protein CyaY OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) OX=208964 GN=cyaY PE=3 SV=2,111
PA4851_30045,|PA4851_30045||lipopeptide|,LPPL_PSEAELipopeptide OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) OX=208964 GN=lppL PE=1 SV=1,46
PA4851_30050,|PA4851_30050||diaminopimelate|,DCDA_PSEAEDiaminopimelate decarboxylase OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) OX=208964 GN=lysA PE=3 SV=2,415
PA4851_30055,|PA4851_30055||diaminopimelate|,DAPF_PSEAEDiaminopimelate epimerase OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) OX=208964 GN=dapF PE=3 SV=2,276
PA4851_30060,|PA4851_30060||hypothetical|,YIGA_SALTYUncharacterized protein YigA OS=Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720) OX=99287 GN=yigA PE=4 SV=2,233
PA4851_30065,|PA4851_30065||site-specific|,XERC_PSEAETyrosine recombinase XerC OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) OX=208964 GN=xerC PE=3 SV=2,303
PA4851_30070,|PA4851_30070||hydrolase||COORDINATES_|,YIGB_SHIFLFlavin mononucleotide phosphatase YigB OS=Shigella flexneri OX=623 GN=yigB PE=3 SV=1,232
PA4851_30075,|PA4851_30075||major|,---NA---,389
PA4851_30080,|PA4851_30080||transcriptional|,YISV_BACSUUncharacterized HTH-type transcriptional regulator YisV OS=Bacillus subtilis (strain 168) OX=224308 GN=yisV PE=3 SV=1,458
PA4851_30085,|PA4851_30085||hypothetical|,SFMF_ECOLIUncharacterized fimbrial-like protein SfmF OS=Escherichia coli (strain K12) OX=83333 GN=sfmF PE=2 SV=2,304
PA4851_30090,|PA4851_30090||hypothetical|,SUTA_PSEABTranscriptional regulator SutA OS=Pseudomonas aeruginosa (strain UCBPP-PA14) OX=208963 GN=sutA PE=1 SV=1,105
PA4851_30095,|PA4851_30095||hypothetical|,YJBQ_ECOLIUPF0047 protein YjbQ OS=Escherichia coli (strain K12) OX=83333 GN=yjbQ PE=3 SV=1,141
PA4851_30100,|PA4851_30100||ammonium|,AMTB_ECOLIAmmonia channel OS=Escherichia coli (strain K12) OX=83333 GN=amtB PE=1 SV=1,442
PA4851_30105,|PA4851_30105||nitrogen|,GLNK_SHIFLNitrogen regulatory protein P-II 2 OS=Shigella flexneri OX=623 GN=glnK PE=3 SV=1,112
PA4851_30110,|PA4851_30110||hypothetical|,YQIC_ECOLIUncharacterized protein YqiC OS=Escherichia coli (strain K12) OX=83333 GN=yqiC PE=1 SV=2,86
PA4851_30115,|PA4851_30115||hypothetical|,COMM_HAEINCompetence protein ComM OS=Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd) OX=71421 GN=comM PE=1 SV=1,497
PA4851_30120,|PA4851_30120||choline|,GBTR_ACIADGlycine betaine transporter OS=Acinetobacter baylyi (strain ATCC 33305 / BD413 / ADP1) OX=62977 GN=ACIAD3460 PE=1 SV=1,661
PA4851_30125,|PA4851_30125||phosphorylcholine|,---NA---,349
PA4851_30130,|PA4851_30130||transcriptional|,GCVA_ECOLIGlycine cleavage system transcriptional activator OS=Escherichia coli (strain K12) OX=83333 GN=gcvA PE=1 SV=1,305
PA4851_30135,|PA4851_30135||multidrug|,NORM_PSEAEProbable multidrug resistance protein NorM OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) OX=208964 GN=norM PE=3 SV=1,488
PA4851_30140,|PA4851_30140||hypothetical|,Y3311_PSEAEUncharacterized signaling protein PA3311 OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) OX=208964 GN=PA3311 PE=3 SV=1,558
PA4851_30145,|PA4851_30145||ATP-dependent|,REP_ECOLIATP-dependent DNA helicase Rep OS=Escherichia coli (strain K12) OX=83333 GN=rep PE=1 SV=3,669
PA4851_30150,|PA4851_30150||pyruvate|,POXB_ECOLIPyruvate dehydrogenase,572
PA4851_30155,|PA4851_30155||xanthine|,XPT_PSEAEXanthine phosphoribosyltransferase OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) OX=208964 GN=xpt PE=3 SV=1,190
PA4851_30160,|PA4851_30160||hypothetical|,CAT2_CLOK54-hydroxybutyrate coenzyme A transferase OS=Clostridium kluyveri (strain ATCC 8527 / DSM 555 / NCIMB 10680) OX=431943 GN=cat2 PE=3 SV=3,619
PA4851_30165,|PA4851_30165||cytochrome|,CYC5_PSEMECytochrome c5 OS=Pseudomonas mendocina OX=300 PE=1 SV=1,136
PA4851_30170,|PA4851_30170||transcriptional|,PUUR_SHIFLHTH-type transcriptional regulator PuuR OS=Shigella flexneri OX=623 GN=puuR PE=3 SV=1,182
PA4851_30175,|PA4851_30175||alanine|,"ALR2_PSEAEAlanine racemase, catabolic OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) OX=208964 GN=dadX PE=1 SV=1",357
PA4851_30180,|PA4851_30180||hypothetical|,Y322_HAEDURutC family protein HD_0322 OS=Haemophilus ducreyi (strain 35000HP / ATCC 700724) OX=233412 GN=HD_0322 PE=3 SV=1,117
PA4851_30185,|PA4851_30185||D-amino|,DADA1_PSEAED-amino acid dehydrogenase 1 OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) OX=208964 GN=dadA1 PE=1 SV=1,432
PA4851_30190,|PA4851_30190||hypothetical|,YDBL_ECOLIUncharacterized protein YdbL OS=Escherichia coli (strain K12) OX=83333 GN=ydbL PE=3 SV=2,114
PA4851_30195,|PA4851_30195||hypothetical|,YNBE_SHIFLUncharacterized protein YnbE OS=Shigella flexneri OX=623 GN=ynbE PE=4 SV=1,63
PA4851_30200,|PA4851_30200||hypothetical|,---NA---,855
PA4851_30205,|PA4851_30205||leucine-responsive|,LRP_SALTYLeucine-responsive regulatory protein OS=Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720) OX=99287 GN=lrp PE=3 SV=2,162
PA4851_30210,|PA4851_30210||oxidoreductase||COORDINATES_|,PUUB_ECOLIGamma-glutamylputrescine oxidoreductase OS=Escherichia coli (strain K12) OX=83333 GN=puuB PE=1 SV=2,439
PA4851_30215,|PA4851_30215||hypothetical|,CLSC_ECOLICardiolipin synthase C OS=Escherichia coli (strain K12) OX=83333 GN=clsC PE=1 SV=2,529
PA4851_30220,|PA4851_30220||major|,YFKF_BACSUUncharacterized MFS-type transporter YfkF OS=Bacillus subtilis (strain 168) OX=224308 GN=yfkF PE=3 SV=1,387
PA4851_30225,|PA4851_30225||aldehyde|,PUUC_ECOLINADP/NAD-dependent aldehyde dehydrogenase PuuC OS=Escherichia coli (strain K12) OX=83333 GN=puuC PE=1 SV=2,497
PA4851_30230,|PA4851_30230||omega|,BAUA_PSEAEBeta-alanine--pyruvate aminotransferase OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) OX=208964 GN=bauA PE=1 SV=1,444
PA4851_30235,|PA4851_30235||hypothetical|,---NA---,120
PA4851_30240,|PA4851_30240||50S|,RL33_PSEAE50S ribosomal protein L33 OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) OX=208964 GN=rpmG PE=1 SV=1,51
PA4851_30245,|PA4851_30245||50S|,RL28_PSEAE50S ribosomal protein L28 OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) OX=208964 GN=rpmB PE=3 SV=1,78
PA4851_30255,|PA4851_30255||dipeptide|,DPPA_ECOLIPeriplasmic dipeptide transport protein OS=Escherichia coli (strain K12) OX=83333 GN=dppA PE=1 SV=1,526
PA4851_30260,|PA4851_30260||hypothetical|,---NA---,182
PA4851_30265,|PA4851_30265||DNA|,Y7023_PSEABUPF0758 protein PA14_70230 OS=Pseudomonas aeruginosa (strain UCBPP-PA14) OX=208963 GN=PA14_70230 PE=3 SV=1,224
PA4851_30270,|PA4851_30270||bifunctional|,COABC_VIBCHCoenzyme A biosynthesis bifunctional protein CoaBC OS=Vibrio cholerae serotype O1 (strain ATCC 39315 / El Tor Inaba N16961) OX=243277 GN=coaBC PE=3 SV=1,402
PA4851_30275,|PA4851_30275||deoxyuridine|,DUT_PSEAEDeoxyuridine 5'-triphosphate nucleotidohydrolase OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) OX=208964 GN=dut PE=3 SV=1,151
PA4851_30280,|PA4851_30280||phosphomannomutase||COORDINATES_|,ALGC_PSEAEPhosphomannomutase/phosphoglucomutase OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) OX=208964 GN=algC PE=1 SV=4,463
PA4851_30285,|PA4851_30285||acetylglutamate|,ARGB_PSEAEAcetylglutamate kinase OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) OX=208964 GN=argB PE=1 SV=3,301
PA4851_30290,|PA4851_30290||transcriptional|,Y1430_MYCBOUncharacterized HTH-type transcriptional regulator Mb1430 OS=Mycobacterium bovis (strain ATCC BAA-935 / AF2122/97) OX=233413 GN=BQ2027_MB1430 PE=4 SV=1,356
PA4851_30295,|PA4851_30295||hypothetical|,---NA---,316
PA4851_30300,|PA4851_30300||hypothetical|,---NA---,402
PA4851_30305,|PA4851_30305||oxidoreductase||COORDINATES_|,"GULDH_MYCTUL-gulono-1,4-lactone dehydrogenase OS=Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv) OX=83332 GN=Rv1771 PE=1 SV=1",442
PA4851_30310,|PA4851_30310||mono-heme|,C555_CHLTECytochrome c-555 OS=Chlorobaculum tepidum (strain ATCC 49652 / DSM 12025 / NBRC 103806 / TLS) OX=194439 GN=CT0075 PE=1 SV=1,129
PA4851_30315,|PA4851_30315||hypothetical|,YBGC_SHIFLAcyl-CoA thioester hydrolase YbgC OS=Shigella flexneri OX=623 GN=ybgC PE=3 SV=1,154
PA4851_30320,|PA4851_30320||hypothetical|,---NA---,205
PA4851_30325,|PA4851_30325||orotate|,PYRE_PSEAEOrotate phosphoribosyltransferase OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) OX=208964 GN=pyrE PE=3 SV=2,213
PA4851_30330,|PA4851_30330||catabolite|,EXOA_BACSUExodeoxyribonuclease OS=Bacillus subtilis (strain 168) OX=224308 GN=exoA PE=1 SV=1,259
PA4851_30335,|PA4851_30335||hypothetical|,---NA---,123
PA4851_30340,|PA4851_30340||ribonuclease|,RNPH_PSEAERibonuclease PH OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) OX=208964 GN=rph PE=1 SV=2,239
